GENDER,MARITAL_STATUS,CITY,HAVE_CHILDREN,AGE_GROUP,CLUSTERS,CHURNED,SALES
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1375.0
Female,Married,San Mateo,Yes,Seniors,2,0,1237.5
Male,Single,San Mateo,Yes,Seniors,0,1,1173.0
Male,Undisclosed,New York City,Undisclosed,Seniors,0,0,2150.0
Male,Married,San Mateo,Yes,Seniors,0,0,1218.0
Female,Single,San Mateo,No,Adults,1,0,1536.25
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,1090.5
Female,Single,San Mateo,Yes,Seniors,2,0,872.5
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1277.5
Male,Married,New York City,Yes,Seniors,0,0,2207.25
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1742.0
Female,Single,New York City,No,Seniors,1,1,2435.75
Male,Single,San Mateo,No,Seniors,3,0,1042.0
Undisclosed,Single,San Mateo,No,Adults,1,0,1208.0
Female,Single,New York City,Yes,Seniors,1,0,1986.0
Male,Single,New York City,No,Seniors,1,0,2042.5
Female,Single,San Mateo,Yes,Adults,1,0,1828.0
Female,Divorced/Seperated,San Mateo,No,Seniors,1,1,1483.75
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1004.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2026.25
Female,Single,San Mateo,Yes,Middle-Aged Adults,2,0,1785.75
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1568.0
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1256.0
Female,Single,San Mateo,No,Seniors,1,0,2032.5
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1694.25
Female,Married,San Mateo,Yes,Adults,2,0,1277.5
Male,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,0,1326.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1712.0
Female,Married,San Mateo,Yes,Adults,2,0,1401.0
Male,Married,San Mateo,Yes,Adults,0,0,1327.0
Female,Married,San Mateo,No,Seniors,2,0,1174.5
Male,Married,San Mateo,Yes,Seniors,0,1,918.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,1,2154.5
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1439.5
Female,Married,San Mateo,Yes,Seniors,2,0,1302.75
Undisclosed,Single,New York City,No,Seniors,1,0,2558.75
Male,Married,San Mateo,Yes,Adults,0,0,1480.0
Female,Married,San Mateo,Yes,Seniors,2,0,1335.5
Undisclosed,Married,New York City,Yes,Seniors,0,0,2192.5
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1852.0
Male,Single,San Mateo,No,Seniors,3,0,1326.25
Male,Single,San Mateo,No,Seniors,3,0,1549.75
Male,Married,San Mateo,Yes,Seniors,0,0,1141.75
Male,Single,San Mateo,Yes,Adults,0,1,1356.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,856.5
Male,Single,San Mateo,No,Seniors,3,0,1912.25
Male,Married,San Mateo,Yes,Adults,0,0,1327.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1224.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1022.0
Female,Divorced/Seperated,New York City,Yes,Seniors,1,1,2616.0
Female,Single,San Mateo,No,Adults,1,0,1371.25
Female,Single,San Mateo,No,Adults,1,1,1641.25
Male,Married,New York City,Yes,Seniors,0,0,2146.75
Female,Single,San Mateo,No,Seniors,1,1,1149.5
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,1,1474.25
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1914.5
Male,Single,San Mateo,Yes,Adults,0,0,1257.75
Female,Married,San Mateo,Yes,Seniors,2,0,1769.0
Undisclosed,Single,San Mateo,Yes,Middle-Aged Adults,2,1,1085.0
Female,Married,San Mateo,Yes,Seniors,2,1,1287.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1925.0
Female,Married,San Mateo,Yes,Adults,2,1,1219.5
Undisclosed,Single,San Mateo,Yes,Middle-Aged Adults,2,1,1202.75
Female,Single,San Mateo,No,Seniors,1,0,1549.75
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1812.0
Male,Single,San Mateo,No,Seniors,3,1,1603.75
Female,Single,San Mateo,No,Adults,1,0,1431.5
Undisclosed,Married,New York City,Yes,Seniors,0,1,2793.25
Male,Married,San Mateo,Yes,Adults,0,1,899.0
Male,Married,San Mateo,Yes,Adults,0,1,1648.25
Male,Single,New York City,No,Seniors,1,0,2400.5
Female,Married,San Mateo,Yes,Adults,2,1,2439.5
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1605.75
Female,Single,San Mateo,Yes,Seniors,2,1,1293.5
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1498.25
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1417.5
Female,Single,San Mateo,No,Seniors,1,0,1519.0
Male,Undisclosed,San Mateo,Undisclosed,Seniors,0,1,1074.0
Male,Married,San Mateo,Yes,Seniors,0,0,1220.75
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1342.5
Male,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,1,1193.75
Male,Single,San Mateo,No,Adults,1,0,1388.75
Female,Single,San Mateo,No,Adults,1,0,1118.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1616.25
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1125.5
Male,Married,San Mateo,Yes,Adults,0,1,1196.0
Female,Married,San Mateo,Yes,Adults,2,1,1061.5
Female,Married,San Mateo,Yes,Seniors,2,0,1419.5
Male,Single,New York City,No,Seniors,1,0,2115.0
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1457.0
Male,Single,San Mateo,No,Seniors,3,0,1027.75
Male,Single,New York City,No,Seniors,1,1,2192.0
Female,Divorced/Seperated,San Mateo,No,Middle-Aged Adults,2,1,1593.5
Male,Married,San Mateo,Yes,Adults,0,1,1280.5
Female,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,1,1565.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,2931.25
Female,Single,San Mateo,No,Adults,1,1,1584.5
Male,Married,New York City,Yes,Seniors,0,1,2382.75
Undisclosed,Married,San Mateo,Yes,Seniors,2,0,1739.0
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,1,1771.5
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1226.5
Female,Married,New York City,Yes,Seniors,2,0,2115.5
Female,Single,New York City,No,Seniors,1,1,2370.25
Male,Married,San Mateo,Yes,Adults,0,0,1772.25
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,1,1682.0
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1729.0
Male,Married,San Mateo,Yes,Adults,0,0,841.75
Undisclosed,Married,San Mateo,No,Seniors,2,0,1142.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,2370.5
Male,Single,San Mateo,No,Seniors,3,0,1677.0
Undisclosed,Single,San Mateo,No,Adults,1,0,1206.0
Female,Single,San Mateo,No,Adults,1,0,1076.0
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2186.0
Male,Married,San Mateo,Yes,Adults,0,1,1580.75
Male,Married,New York City,Yes,Seniors,0,0,2110.0
Female,Married,San Mateo,No,Adults,1,1,1771.0
Female,Married,San Mateo,Yes,Adults,2,1,1869.0
Female,Single,San Mateo,No,Adults,1,0,1144.5
Female,Divorced/Seperated,New York City,Yes,Seniors,1,0,2950.25
Male,Divorced/Seperated,San Mateo,No,Adults,0,1,1782.0
Undisclosed,Single,San Mateo,No,Seniors,1,1,1238.0
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,1477.5
Male,Undisclosed,San Mateo,Undisclosed,Seniors,0,0,1795.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,1661.5
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,2541.5
Female,Married,New York City,Yes,Seniors,2,0,2385.5
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1613.25
Female,Married,New York City,Yes,Seniors,2,1,1752.0
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1211.75
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1180.5
Undisclosed,Married,New York City,Yes,Seniors,0,0,2075.0
Undisclosed,Single,San Mateo,Yes,Adults,0,1,929.0
Male,Married,New York City,Yes,Seniors,0,0,2200.25
Female,Married,San Mateo,Yes,Seniors,2,1,1335.75
Female,Married,San Mateo,Yes,Seniors,2,0,1827.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,2038.0
Male,Single,San Mateo,No,Adults,1,1,1334.25
Female,Single,New York City,No,Seniors,1,0,2369.0
Female,Married,San Mateo,Yes,Seniors,2,0,1670.5
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2504.0
Female,Single,New York City,No,Seniors,1,0,2169.25
Female,Married,San Mateo,Yes,Seniors,2,0,1675.75
Female,Single,New York City,No,Seniors,1,0,2342.0
Female,Married,San Mateo,No,Adults,1,0,1621.5
Male,Divorced/Seperated,New York City,Yes,Seniors,0,0,2838.5
Female,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,1,1503.0
Male,Married,San Mateo,Yes,Adults,0,0,1329.0
Male,Divorced/Seperated,New York City,Yes,Seniors,0,0,2159.75
Undisclosed,Married,New York City,No,Middle-Aged Adults,1,0,2719.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,1485.0
Undisclosed,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1229.5
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1091.75
Male,Single,New York City,No,Seniors,1,0,2442.0
Male,Married,San Mateo,Yes,Adults,0,0,1951.5
Male,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,3,0,1786.0
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,1,1706.75
Female,Divorced/Seperated,New York City,Yes,Seniors,1,0,2168.0
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1783.5
Male,Single,San Mateo,Yes,Adults,0,0,1384.25
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,0,1398.75
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,0,1100.5
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,1,1534.5
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2225.25
Female,Married,San Mateo,Yes,Seniors,2,1,1020.0
Male,Married,San Mateo,Yes,Adults,0,1,1532.5
Male,Single,San Mateo,No,Seniors,3,0,1943.5
Female,Married,San Mateo,Yes,Adults,2,0,1404.25
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1416.0
Male,Divorced/Seperated,San Mateo,Yes,Seniors,0,0,1312.5
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,886.0
Male,Single,San Mateo,No,Adults,1,0,1393.0
Female,Married,San Mateo,Yes,Adults,2,1,1911.5
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,1860.0
Male,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,1,1580.75
Male,Married,San Mateo,Yes,Seniors,0,0,1271.75
Undisclosed,Married,New York City,Yes,Middle-Aged Adults,2,1,2250.75
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1247.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,961.5
Male,Married,San Mateo,No,Adults,0,1,1242.5
Male,Undisclosed,San Mateo,Undisclosed,Seniors,0,0,1306.75
Female,Single,New York City,No,Seniors,1,0,2622.75
Male,Single,San Mateo,Yes,Seniors,0,0,1534.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,2004.0
Undisclosed,Married,San Mateo,Yes,Adults,0,0,1430.75
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2421.0
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2266.75
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,0,1842.25
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1247.5
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2290.0
Male,Married,San Mateo,Yes,Adults,0,0,1456.5
Female,Married,New York City,Yes,Seniors,2,1,2344.5
Female,Single,San Mateo,No,Adults,1,0,1572.25
Male,Single,San Mateo,No,Adults,1,0,1396.25
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,1554.0
Male,Single,San Mateo,No,Seniors,3,0,1998.5
Male,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,0,0,1721.75
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,1323.0
Female,Single,San Mateo,Yes,Adults,1,1,1157.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1254.0
Undisclosed,Single,San Mateo,No,Adults,1,0,1447.0
Undisclosed,Single,San Mateo,No,Seniors,1,1,1607.75
Female,Married,San Mateo,No,Middle-Aged Adults,2,1,1136.25
Male,Single,New York City,No,Middle-Aged Adults,3,0,2013.25
Undisclosed,Single,San Mateo,No,Seniors,1,0,1456.5
Male,Married,New York City,Yes,Seniors,0,0,2447.25
Female,Single,San Mateo,No,Adults,1,1,1873.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1453.0
Male,Married,San Mateo,Yes,Seniors,0,1,1479.0
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,2453.5
Undisclosed,Married,San Mateo,Yes,Seniors,2,0,2193.75
Male,Single,New York City,No,Middle-Aged Adults,3,0,2172.0
Male,Single,New York City,No,Middle-Aged Adults,3,1,2175.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1352.0
Female,Single,San Mateo,No,Adults,1,1,1694.5
Female,Married,San Mateo,Yes,Adults,2,1,1241.5
Male,Divorced/Seperated,New York City,Yes,Seniors,0,0,1989.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2638.25
Female,Married,New York City,Yes,Seniors,2,0,2124.0
Female,Married,San Mateo,Yes,Adults,2,0,1388.25
Male,Single,San Mateo,No,Adults,1,0,1101.0
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,0,971.5
Female,Divorced/Seperated,New York City,No,Seniors,1,0,2285.0
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,987.5
Female,Single,San Mateo,No,Seniors,1,0,1803.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1498.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1021.25
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,1589.75
Undisclosed,Single,New York City,No,Middle-Aged Adults,1,0,2487.75
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1485.0
Undisclosed,Divorced/Seperated,New York City,Yes,Seniors,0,1,2384.75
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,1205.0
Female,Single,New York City,No,Seniors,1,0,1608.75
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2139.0
Male,Single,San Mateo,No,Adults,1,1,1185.0
Female,Married,New York City,Yes,Seniors,2,0,1702.0
Female,Married,San Mateo,Yes,Adults,2,0,2184.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,1407.0
Female,Married,San Mateo,No,Adults,1,0,1298.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1537.75
Female,Single,San Mateo,No,Adults,1,1,1720.0
Male,Single,New York City,No,Seniors,1,1,2104.25
Female,Married,San Mateo,Yes,Adults,2,1,1459.0
Male,Single,New York City,No,Middle-Aged Adults,3,0,1724.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,1327.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,1324.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,2023.25
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,0,1500.5
Male,Married,San Mateo,Yes,Adults,0,1,1697.5
Male,Single,New York City,No,Middle-Aged Adults,3,0,1814.0
Undisclosed,Undisclosed,San Mateo,Undisclosed,Adults,0,0,1573.5
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1252.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,1601.0
Female,Single,New York City,No,Seniors,1,1,3030.5
Male,Single,San Mateo,Yes,Middle-Aged Adults,2,1,1587.0
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1457.25
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,1,1095.25
Female,Married,San Mateo,No,Adults,1,0,2024.5
Male,Married,San Mateo,Yes,Seniors,0,1,871.0
Male,Married,San Mateo,Yes,Adults,0,1,1166.5
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1303.75
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1532.0
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1509.5
Undisclosed,Married,San Mateo,Yes,Seniors,2,0,1240.0
Male,Single,New York City,No,Seniors,1,0,2203.0
Undisclosed,Married,San Mateo,Yes,Adults,0,0,1624.25
Male,Married,San Mateo,No,Middle-Aged Adults,2,0,1793.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,1,2982.0
Female,Married,New York City,Yes,Seniors,2,1,1740.0
Male,Single,San Mateo,No,Adults,1,0,1007.5
Female,Single,San Mateo,No,Seniors,1,0,1599.5
Female,Married,San Mateo,No,Adults,1,0,1259.5
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1543.75
Female,Divorced/Seperated,San Mateo,Yes,Seniors,2,1,2102.0
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2119.0
Male,Single,San Mateo,No,Adults,1,0,1181.25
Undisclosed,Married,San Mateo,Yes,Adults,0,1,1736.75
Male,Married,San Mateo,Yes,Seniors,0,0,1442.0
Male,Married,New York City,No,Seniors,0,0,2171.25
Undisclosed,Married,San Mateo,Yes,Adults,0,0,1321.5
Female,Married,San Mateo,Yes,Seniors,2,0,947.5
Female,Married,New York City,Yes,Seniors,2,0,2269.25
Undisclosed,Single,New York City,No,Seniors,1,0,1902.5
Male,Married,San Mateo,Yes,Adults,0,0,1591.0
Female,Single,New York City,Yes,Middle-Aged Adults,1,0,2709.0
Female,Married,San Mateo,Yes,Seniors,2,0,1037.5
Male,Married,New York City,Yes,Adults,0,1,2203.5
Male,Single,New York City,No,Middle-Aged Adults,3,0,2078.5
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1491.0
Male,Divorced/Seperated,New York City,No,Seniors,1,0,2618.5
Female,Single,San Mateo,No,Seniors,1,1,1571.25
Female,Single,San Mateo,No,Adults,1,0,1624.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,880.5
Male,Single,New York City,No,Seniors,1,0,1670.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1739.0
Female,Divorced/Seperated,New York City,Yes,Adults,1,0,2429.0
Female,Undisclosed,San Mateo,Undisclosed,Seniors,2,1,1484.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1735.75
Male,Single,New York City,No,Seniors,1,0,2136.75
Male,Single,New York City,No,Seniors,1,0,1817.75
Male,Married,San Mateo,Yes,Adults,0,1,1029.0
Male,Single,New York City,No,Middle-Aged Adults,3,0,1830.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,1609.0
Female,Divorced/Seperated,New York City,Yes,Adults,1,1,2116.75
Female,Divorced/Seperated,San Mateo,No,Seniors,1,0,1394.25
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1836.0
Female,Single,New York City,No,Adults,1,0,1739.25
Female,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,2,1,2416.0
Female,Single,New York City,No,Adults,1,1,2097.0
Male,Married,San Mateo,Yes,Adults,0,1,1512.25
Male,Divorced/Seperated,New York City,Yes,Seniors,0,1,2084.0
Male,Married,San Mateo,No,Middle-Aged Adults,2,1,1423.5
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1532.5
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,0,1199.0
Female,Single,New York City,No,Adults,1,0,2284.5
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1180.5
Male,Single,New York City,No,Seniors,1,0,2793.0
Male,Married,San Mateo,Yes,Adults,0,1,1725.5
Female,Married,New York City,Yes,Adults,0,0,2367.5
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,1,976.75
Female,Single,New York City,No,Adults,1,0,1965.25
Female,Single,New York City,Yes,Adults,1,1,1720.25
Undisclosed,Single,New York City,No,Adults,1,0,2417.0
Male,Divorced/Seperated,New York City,Yes,Seniors,0,1,2707.75
Female,Single,New York City,No,Adults,1,1,2013.5
Female,Married,New York City,No,Middle-Aged Adults,1,0,2219.25
Undisclosed,Single,New York City,No,Seniors,1,0,2033.5
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1073.5
Male,Married,San Mateo,Yes,Adults,0,0,1197.5
Male,Divorced/Seperated,San Mateo,Yes,Seniors,0,1,825.0
Male,Undisclosed,San Mateo,Undisclosed,Seniors,0,0,891.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1825.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1919.25
Male,Single,New York City,No,Adults,1,0,1887.5
Male,Married,San Mateo,No,Middle-Aged Adults,2,0,1586.5
Female,Single,New York City,No,Adults,1,1,1730.0
Male,Divorced/Seperated,New York City,Yes,Seniors,0,0,2416.5
Female,Single,San Mateo,No,Adults,1,1,1652.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1278.5
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1878.0
Female,Single,San Mateo,No,Seniors,1,1,1740.0
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1248.5
Female,Divorced/Seperated,New York City,No,Middle-Aged Adults,1,0,2162.5
Male,Married,San Mateo,Yes,Adults,0,0,1805.0
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,0,1136.5
Undisclosed,Divorced/Seperated,New York City,No,Seniors,1,0,1852.75
Male,Married,New York City,Yes,Middle-Aged Adults,0,1,2046.75
Male,Married,New York City,Yes,Adults,0,1,1912.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1292.0
Female,Single,New York City,No,Adults,1,0,1819.25
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,1,1533.5
Undisclosed,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1568.0
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,1958.75
Male,Single,New York City,No,Adults,1,1,1962.25
Male,Married,New York City,Yes,Adults,0,0,2235.25
Male,Single,San Mateo,No,Seniors,3,0,1267.0
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1493.0
Female,Divorced/Seperated,New York City,No,Adults,1,1,2417.75
Male,Single,New York City,Yes,Adults,0,0,2544.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1855.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1291.0
Male,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,3,0,1783.0
Female,Married,San Mateo,No,Adults,1,0,1130.25
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,2103.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,2539.25
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1414.75
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1656.0
Male,Married,New York City,No,Seniors,0,1,1946.5
Male,Single,San Mateo,Yes,Adults,0,1,830.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1479.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1648.25
Female,Married,New York City,Yes,Adults,0,0,2278.0
Male,Married,New York City,Yes,Seniors,0,0,2267.0
Male,Married,San Mateo,Yes,Adults,0,0,1378.0
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,718.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,2241.5
Male,Single,New York City,No,Adults,1,0,2238.5
Female,Single,San Mateo,No,Adults,1,0,1995.0
Male,Single,San Mateo,No,Adults,1,0,1594.5
Male,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,0,1412.75
Male,Single,San Mateo,No,Seniors,3,1,973.5
Female,Single,New York City,No,Adults,1,0,2550.5
Female,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,0,1012.5
Female,Divorced/Seperated,San Mateo,No,Seniors,1,1,1465.0
Male,Married,San Mateo,Yes,Adults,0,1,1373.0
Female,Single,New York City,No,Adults,1,0,2270.5
Female,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,2,0,2530.0
Male,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,0,0,1937.25
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1187.75
Male,Single,San Mateo,No,Seniors,3,0,1373.25
Female,Married,San Mateo,No,Seniors,2,1,1434.0
Male,Single,San Mateo,No,Adults,1,0,1220.0
Male,Married,New York City,Yes,Seniors,0,0,1964.25
Male,Married,San Mateo,Yes,Seniors,0,1,1637.0
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,877.5
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1775.0
Female,Married,New York City,Yes,Adults,0,0,2152.0
Male,Single,San Mateo,No,Adults,1,0,1103.75
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1496.25
Male,Married,San Mateo,Yes,Adults,0,0,1151.75
Male,Married,San Mateo,Yes,Seniors,0,1,1490.0
Male,Single,New York City,No,Seniors,1,0,2877.0
Female,Single,New York City,No,Adults,1,0,1674.25
Female,Undisclosed,New York City,Undisclosed,Adults,1,1,1741.75
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1249.5
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2585.25
Male,Single,New York City,No,Seniors,1,0,2324.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,2314.5
Male,Single,San Mateo,Yes,Adults,0,0,1419.0
Male,Single,San Mateo,No,Seniors,3,0,1549.0
Female,Married,San Mateo,Yes,Adults,2,1,1206.5
Undisclosed,Single,New York City,No,Seniors,1,0,1635.75
Male,Married,New York City,Yes,Adults,0,1,2189.0
Female,Married,New York City,Yes,Middle-Aged Adults,2,1,2618.75
Male,Married,New York City,Yes,Seniors,0,0,2064.75
Undisclosed,Divorced/Seperated,New York City,Yes,Adults,0,0,3208.75
